id,sentence,label
2889,"I don't know what happened in Season Five, what a mess.  ",negative
2890,The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  ,negative
2891,Now this is a movie I really dislike.  ,negative
2892,It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,negative
2893,"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",negative
2894,"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",negative
2895,There aren't death scenes like in previous movies and the f/x are terrible.  ,negative
2896,"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",negative
2897,"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",positive
2898,"The best part about ""Nurse Betty"" is it's unpredictability.  ",positive
2899,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",positive
2900,"Otherwise, don't even waste your time on this.  ",negative
2901,This one just fails to create any real suspense.  ,negative
2902,"As for the killer, don't expect anything original or even remotely frightening.  ",negative
2903,"There is, however, some pretty good acting (at least, for this type of film).  ",positive
2904,I'm so sorry but I really can't recommend it to anyone.  ,negative
2905,"One of the most boring,pointless movies I have ever seen.  ",negative
2906,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,negative
2907,Hated it.  ,negative
2908,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,negative
2909,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",negative
2910,I highly doubt that anyone could ever like this trash.  ,negative
2911,This is not movie-making.  ,negative
2912,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",negative
2913,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",negative
2914,I saw this short film on HBO the other day and absolutely loved it.  ,positive
2915,I didn't realize how wonderful the short really is until the last two scenes.  ,positive
2916,Excellent short film.  ,positive
2917,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",positive
2918,"I agree with Jessica, this movie is pretty bad.  ",negative
2919,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",negative
2920,The story line is totally predictable.  ,negative
2921,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",positive
2922,I've seen soap operas more intelligent than this movie.  ,negative
2923,"Bad characters, bad story and bad acting.  ",negative
2924,Really awful.  ,negative
2925,Not easy to watch.  ,negative
2926,"Funny, clever, hip - just like Pray's previous film, Hype!  ",positive
2927,It was a long time that i didn't see a so charismatic actor on screen.  ,positive
2928,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,positive
2929,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,positive
2930,I rate this movie 9/10.  ,positive
2931,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",positive
2932,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,positive
2933,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",positive
2934,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,positive
2935,"It never condescends, all the characters have good genuine hearts and believable problems.  ",positive
2936,The two main characters may be two of the most believable children I ever saw put on screen.  ,positive
2937,"They are so easy to love, but even more easy to identify with.  ",positive
2938,This movie is great--especially if you enjoy visual arts.  ,positive
2939,The scenery that the two daughters paint and photograph are beautiful.  ,positive
2940,The story is also both funny and poignant at times.  ,positive
2941,"People who like European films and ""art movies"" will like this movie.  ",positive
2942,This is truly an art movie--it actually has a lot of art in it.  ,positive
2943,Go rent it.  ,positive
2944,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",positive
2945,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",positive
2946,Brilliance indeed.  ,positive
2947,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",positive
2948,Think of the film being like a dream.  ,positive
2949,Simply beautiful.  ,positive
2950,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,positive
2951,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",positive
2952,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,positive
2953,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",negative
2954,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",negative
